id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,target
32,0.44972047,0.34327328,0.010661407,0.02588664,0.44630614,0.41676033,1.3394698,0.46178952,0.31965145,0.8220021,0.31377414,0.61396325,1.0787228,0.8414519,0.6196129,1.1132892,0.7070995,0.25455144,Geste2
33,0.46536365,0.37031502,0.008858234,0.018974626,0.2633341,0.068636164,1.0888623,0.41070256,0.14725903,0.35263267,0.04682,0.21795635,0.9210738,0.573353,0.28660902,0.5234867,0.22738397,0.07026497,Geste2
34,0.49482876,0.3418716,0.09975588,0.1183652,0.2282368,0.06477143,0.5158706,0.24413778,0.11840284,0.25116813,0.09484731,0.19390438,1.3583694,1.2069895,0.55219114,0.5374595,0.24332121,0.060870193,Geste2
35,0.5693701,0.33761296,0.08606063,0.1403853,0.23164734,0.08600444,0.51313937,0.25190574,0.08298739,0.26670223,0.060839944,0.1889539,0.9804907,0.81191164,0.14149237,0.29382083,0.2502602,0.05547636,Geste2
36,0.56431973,0.37076017,0.10011132,0.12945937,0.2426456,0.0792676,0.6072684,0.3248737,0.0955391,0.42846075,0.06402259,0.16907948,1.2181683,1.1563947,0.29438758,0.2773759,0.25441658,0.050045315,Geste2
37,0.58874756,0.3320179,0.106221735,0.13400058,0.22720389,0.07299622,0.55538595,0.3546065,0.091625385,0.3987916,0.07762288,0.18557565,1.1829592,1.1225941,0.31055427,0.26846442,0.24159236,0.04375302,Geste2
38,0.5323225,0.32261598,0.022752007,0.0423784,0.26438144,0.1048195,0.5530401,0.13798077,0.15647839,0.27906758,0.06218747,0.16047601,1.0695702,0.7709496,0.39402467,0.683176,0.27113464,0.048522484,Geste2
39,0.4490434,0.31554615,0.026193267,0.05508906,0.2527854,0.118148506,0.55098695,0.13893045,0.14531706,0.21892992,0.063948326,0.15077728,0.9748349,0.49709645,0.16627015,0.37645045,0.25415337,0.057588138,Geste2
40,0.44785348,0.3255423,0.032709442,0.062412117,0.28196082,0.14942718,0.5784542,0.17605267,0.12448409,0.2278875,0.07163411,0.16550498,0.82325387,0.41763812,0.14335683,0.35953724,0.25091112,0.0551219,Geste2
41,0.50668705,0.29983684,0.028268754,0.059270278,0.42386505,0.1160475,0.7832364,0.17070313,0.119606726,0.21094534,0.06729089,0.17765744,0.8452287,0.40066856,0.16240914,0.43715817,0.30437663,0.06527571,Geste2
42,0.49562612,0.2993598,0.009832055,0.019828208,0.3529684,0.08655996,0.85736483,0.31705618,0.4091444,0.3811411,0.116766565,0.30542308,1.0916678,0.63886356,0.40397543,0.7728076,0.3249745,0.06019247,Geste2
43,0.5145521,0.3460894,0.010635348,0.021399364,0.40357715,0.06904032,0.85773444,0.34314668,0.32832137,0.35681003,0.1547904,0.3097348,1.1057863,0.73223644,0.3939905,0.74753016,0.31727853,0.07164335,Geste2
44,0.52683145,0.31721473,0.010701227,0.021226669,0.38102356,0.047281366,0.83038634,0.28828052,0.33581123,0.34458986,0.12757644,0.30482525,1.1739932,0.7499958,0.40610734,0.71631694,0.31541774,0.0669174,Geste2
45,0.5361876,0.33002946,0.011923292,0.022694955,0.4090248,0.05268511,0.9155451,0.2837545,0.33778062,0.35950086,0.124713205,0.32320645,1.2708886,0.88915676,0.41998294,0.710713,0.35086527,0.069737464,Geste2
46,0.52869916,0.31189835,0.00965385,0.018439736,0.34105134,0.04428268,0.59141165,0.15760511,0.22700858,0.29306957,0.13750792,0.20855625,1.2138569,0.9727404,0.47267118,1.0982418,0.3188182,0.097662576,Geste2
47,0.5267787,0.33763093,0.009800001,0.020490268,0.41048843,0.04318052,0.5297179,0.15063983,0.15570231,0.239961,0.115961485,0.17742436,0.9443391,0.7173986,0.28878522,0.6248545,0.3170834,0.09837658,Geste2
48,0.51643145,0.31365526,0.010678137,0.021493495,0.3746653,0.06331674,0.73734045,0.24550752,0.20540576,0.30141526,0.12553547,0.21267056,1.3757757,0.9624794,0.2825161,0.48125643,0.3089463,0.08998009,Geste2
49,0.5423561,0.3323993,0.010349635,0.020522043,0.38623992,0.05111426,0.5964885,0.17960194,0.14155509,0.24053216,0.09168525,0.19029027,0.95078516,0.6645838,0.20363097,0.4014038,0.29619718,0.08689545,Geste2
50,1.2922121,0.9343499,0.6367713,0.990071,0.25808144,0.036273744,1.5194645,0.6289718,0.24462622,0.5185391,0.072413735,0.19356763,1.7624545,1.0588641,0.5254331,0.7909738,0.21391939,0.040312704,Geste3
51,0.950717,0.446288,0.010089228,0.021125084,0.26578924,0.046288885,1.0485111,0.38628486,0.1559447,0.2898884,0.10607581,0.11894288,1.0538968,0.6335202,0.18864508,0.38734144,0.1943642,0.14392881,Geste3
52,1.1870576,0.7671623,0.2962287,0.030539457,0.28537115,0.023952654,0.56970274,0.26072276,0.12645088,0.2667436,0.051342458,0.18441032,1.0770897,0.73338455,0.1575286,0.24527913,0.23164053,0.062426787,Geste3
53,1.2033845,0.73367363,0.38428503,0.5524503,0.2886169,0.03231744,1.3316141,0.5599819,0.70124614,0.63585794,0.12717168,0.48073545,1.3964177,1.0161488,0.7742056,0.9017315,0.27870974,0.22661053,Geste3
54,1.0918279,0.75614727,0.24271078,0.6121779,0.37440336,0.05448882,0.84069633,0.27676743,0.24786083,0.3595954,0.09041079,0.20917074,1.019884,0.7193276,0.3264647,0.72715205,0.30613458,0.08394047,Geste3
55,1.0467913,0.81689984,0.23563471,0.08364855,0.308369,0.020311845,0.56506836,0.27753508,0.22241367,0.4440204,0.06986771,0.13662659,1.0107853,0.73406065,0.21629283,0.2634822,0.21338075,0.085640825,Geste3
56,1.4122562,1.2793189,0.17334516,0.18694888,0.33546433,0.018917257,0.69396645,0.42606154,0.13296351,0.59762573,0.05968327,0.18653432,1.2709181,1.2398344,0.17822494,0.32867324,0.2250233,0.04854948,Geste3
57,1.3709815,1.1691054,0.15713012,0.09389153,0.3168242,0.021386428,0.6539047,0.33587697,0.12825683,0.54614073,0.045446787,0.18869777,1.2717595,1.2573054,0.22922169,0.32644108,0.23511653,0.045986503,Geste3
58,1.0221729,0.82738274,0.1170355,0.0647467,0.34772068,0.027194988,0.49582335,0.24160884,0.13395041,0.98143506,0.047414917,0.23407663,0.91856444,0.8730601,0.18714267,0.33420926,0.30014616,0.06375299,Geste3
59,1.5409565,1.2705865,0.27398598,0.6056713,0.32041514,0.05088311,0.961949,0.42561802,0.29046538,0.43767524,0.062694766,0.20407139,1.445851,1.1962957,0.27160168,0.6356128,0.23753312,0.078929596,Geste3
60,1.1110842,0.97559536,0.34724057,0.5670266,0.39053375,0.0626631,0.7094683,0.33292136,0.26064494,0.34406182,0.05841179,0.20499852,1.1827004,0.9525247,0.26130182,0.6327601,0.29523215,0.103347756,Geste3
61,1.4148941,1.2280533,0.20768347,0.34183276,0.3242593,0.051975287,0.97366667,0.41829038,0.2782244,0.38978672,0.06143044,0.19723524,1.411361,1.1419325,0.2252019,0.47570497,0.2583772,0.08422926,Geste3
62,1.140811,0.8682584,0.15773901,0.26622072,0.36758667,0.06551031,0.644524,0.3346795,0.18945476,0.2896613,0.05870027,0.21404263,1.0596154,0.80171305,0.18516819,0.40220836,0.29522654,0.09653883,Geste3
63,1.1334901,0.66922486,0.51756334,0.9795293,0.26807725,0.06223177,1.1051176,0.43865165,0.6889019,0.54329157,0.09792572,0.2557652,1.1266402,0.7020419,0.57970387,1.1444241,0.24500301,0.07481236,Geste3
64,1.2346092,0.76789844,0.6194582,0.91849035,0.2640859,0.051203344,1.1229002,0.5277353,0.74354523,0.6040612,0.0991399,0.2541475,1.262267,0.87173516,0.5856365,1.1506015,0.24398652,0.080754444,Geste3
65,1.3874408,0.90744036,0.5193126,0.91019046,0.36130866,0.05608981,1.2379873,0.6033181,0.8116605,0.5745505,0.124748416,0.31034294,1.4222968,0.95800525,0.54910845,1.1134143,0.32610387,0.107343964,Geste3
66,1.312671,0.84004307,0.48620152,0.71203226,0.35056654,0.04790191,1.192355,0.48790017,0.6374525,0.49282196,0.12453591,0.3235033,1.292042,0.91137767,0.44985875,0.9382322,0.33155268,0.09457795,Geste3
67,0.8539557,0.5378669,0.35001686,0.78450227,0.37727293,0.026914798,1.3428632,0.52999127,0.19865513,0.3138636,0.061275695,0.25727266,0.9293613,0.5362987,0.30939734,0.7682768,0.3017587,0.071956806,Geste3
68,1.0978935,0.72165823,0.28430668,0.6280178,0.39492393,0.023032943,1.1069305,0.5578548,0.19488004,0.40756363,0.05559162,0.24620295,1.1828713,0.7125508,0.25498584,0.73327756,0.29888836,0.073641814,Geste3
69,1.1742296,0.8758974,0.70230764,0.881965,0.73376495,0.36431313,1.1437253,0.5477455,0.30930585,0.45137534,0.06217738,0.24892952,1.4085181,0.9578557,0.6185944,0.9705147,0.48097888,0.2846841,Geste3
70,0.8945295,0.62322617,0.48469928,0.32961017,0.36696097,0.024229666,0.845747,0.41531405,0.18868917,0.32021898,0.06125294,0.2525624,1.0135944,0.71827406,0.29473823,0.3804899,0.27466482,0.061610512,Geste3
71,1.2331358,0.5579901,0.036544077,0.044920567,0.39936832,0.024580376,1.043805,0.31170338,0.15311322,0.28561264,0.09887013,0.15106621,1.1768955,0.675172,0.2185886,0.47471753,0.29781342,0.07319533,Geste3
72,1.1117663,0.7634957,0.12215648,0.2148199,0.41411373,0.023441393,0.8847962,0.31575114,0.17523924,0.24275982,0.0981227,0.16023493,1.1946344,0.8681845,0.25963765,0.50019526,0.3159297,0.075866885,Geste3
73,0.81847614,0.4893066,0.016115041,0.025879864,0.37434506,0.022377452,0.9503526,0.33632654,0.1660618,0.24362373,0.09745083,0.16362438,0.99813735,0.57828444,0.18277207,0.40838525,0.31735212,0.07293912,Geste3
74,0.8349554,0.40596777,0.008842873,0.018031983,0.30239698,0.018950371,0.85128474,0.27570823,0.1558999,0.21740052,0.08104585,0.12269629,0.9667307,0.5186749,0.15506753,0.3318791,0.25825563,0.061229423,Geste3
75,0.70396835,0.3675166,0.5710172,0.57104516,1.0304937,0.3534319,0.56485695,0.09583611,0.3679199,1.0767312,0.18425965,0.5707425,0.48729506,0.29830387,0.6497273,0.8380179,0.6945521,0.2571837,Geste4
76,0.6040477,0.29967797,0.6192916,0.73406243,1.2062882,0.41397193,0.5669138,0.06553467,0.39953402,0.3385258,0.4276706,0.35733426,0.45363283,0.26450843,0.6225807,0.84077144,1.0494308,0.43266362,Geste4
77,0.8237607,0.4920466,0.8868463,1.0058227,0.56656,0.10474686,0.4834277,0.14466074,0.31712037,0.98938113,0.11076769,0.22792733,0.5543273,0.37540194,0.96350515,0.9606418,0.33306682,0.10214811,Geste4
78,0.5346842,0.30557308,0.3687966,0.60342306,1.031274,0.44274002,0.57799834,0.084026225,0.39641592,0.47917375,0.65829855,0.7806145,0.43626064,0.28286174,0.4786661,0.80829954,1.0273514,0.5813125,Geste4
79,0.46149367,0.29902855,0.40525365,0.65256596,0.888732,0.2801468,0.45942315,0.07829779,0.293209,0.39001766,0.17635502,0.20988114,0.4050668,0.2531743,0.41323328,0.6934261,0.5692435,0.1691137,Geste4
80,0.521859,0.28493017,0.37468588,0.33665347,1.2881225,0.41318625,0.5095613,0.06246924,0.36238956,0.25586483,0.37412092,0.30726755,0.4342324,0.26667616,0.54996586,0.52721107,1.2556454,0.55243284,Geste4
81,0.49675605,0.28257778,0.082782395,0.21516082,0.7301805,0.31527805,0.4936873,0.060952686,0.26307806,0.24277382,0.413224,0.41296783,0.42357013,0.27586678,0.3802155,0.32510084,0.9194299,0.46831235,Geste4
82,0.50952387,0.3313371,0.40603396,0.40376422,1.2096335,0.29744068,0.5116156,0.07111415,0.37692094,0.30157813,0.40758872,0.46041667,0.42265862,0.29059222,0.59110224,0.60233676,0.98388976,0.4513833,Geste4
83,0.5039591,0.2907696,0.30284634,0.30302563,1.1202135,0.49662077,0.5243089,0.07131726,0.3747608,0.29533342,0.39329928,0.54906774,0.42333898,0.27689818,0.50884706,0.4245904,1.0840127,0.37194622,Geste4
84,0.7094915,0.5054517,1.0656738,1.0261025,0.7485312,0.21712683,0.4393116,0.14463438,0.2509252,0.76283044,0.11636171,0.24960162,0.45599788,0.3597093,0.9219177,1.0483035,0.7041587,0.2513055,Geste4
85,0.54130745,0.42889765,1.2442149,1.3730417,0.8622676,0.26461318,0.37713966,0.1515776,0.32309163,0.95710933,0.19327047,0.31611204,0.4006575,0.31327564,1.1985365,1.3225052,0.66367966,0.22728033,Geste4
86,0.4961712,0.33957753,0.8761997,0.8159717,0.5899877,0.14995115,0.36959234,0.10021297,0.24632967,0.6141441,0.14109349,0.23643813,0.380702,0.26151046,0.82332015,0.8689559,0.4819349,0.1610667,Geste4
87,0.5537885,0.38156936,1.0995185,0.94490206,0.6793532,0.23777504,0.44316772,0.13951689,0.2657796,0.8315611,0.1016448,0.25067776,0.5107253,0.32328865,1.033769,0.97659457,0.5492543,0.19065425,Geste4
88,0.6206786,0.34310868,0.010358346,0.01914794,0.54376155,0.13335475,0.55596966,0.11961832,0.16428201,0.5177127,0.21680936,0.8942349,0.6237965,0.35950685,0.17296126,0.48270538,0.6351536,0.12379942,Geste4
89,0.5092418,0.31345698,0.6126082,1.0059924,1.0941308,0.4818088,0.51552314,0.0746461,0.4193714,0.8775408,0.21392553,0.35311782,0.43964705,0.26278248,0.7369833,1.2812514,0.95969874,0.44014928,Geste4
90,0.52605224,0.33662292,0.3777403,0.62527263,0.7560463,0.3135238,0.51972187,0.0824696,0.25965264,0.45426273,0.14581104,0.29375926,0.45192736,0.2517655,0.45339435,0.77518857,0.7075098,0.3104232,Geste4
91,0.50014055,0.29586348,0.72749203,1.1456671,1.4215002,0.65153444,0.49844667,0.056665577,0.4538081,0.68649536,0.2168159,0.38019463,0.42067662,0.24995454,0.8621169,1.3823428,1.2518977,0.58418477,Geste4
92,0.5011719,0.30772853,0.48690632,0.838417,1.213302,0.57795006,0.54073226,0.0699932,0.38585973,0.6810095,0.4705194,0.72810805,0.43054965,0.30276778,0.49620762,0.8847517,1.1677189,0.53374046,Geste4
93,0.4961632,0.30382892,0.35914654,0.5244386,1.0240097,0.48730725,0.55232334,0.11302935,0.2973243,0.5366792,0.40241915,0.61722517,0.43430972,0.26461527,0.4044608,0.6535044,1.1323742,0.52449375,Geste4
94,0.49948257,0.31496024,0.442873,0.6242711,1.0144914,0.43589613,0.5423275,0.06482625,0.31721777,0.5324162,0.45878157,0.6623204,0.4385125,0.29824188,0.48151803,0.740723,1.0851191,0.50368774,Geste4
95,0.50663286,0.34148124,0.4814103,0.7458438,1.1298777,0.5468279,0.579567,0.15053752,0.38344568,0.9105844,0.46054554,0.93883955,0.42089462,0.27197063,0.5198591,0.8613315,1.1489948,0.5620783,Geste4
96,0.48048702,0.31219995,0.5792414,0.6862197,0.80693173,0.2936025,0.48098862,0.10456879,0.27752733,0.6235801,0.19626047,0.19321793,0.42058113,0.24436991,0.6770991,0.8105101,0.92152137,0.3140034,Geste4
97,0.46815616,0.2652598,0.501514,0.6823167,0.6361968,0.22337595,0.44907606,0.086466156,0.23570314,0.37650415,0.08631681,0.1600528,0.44589046,0.25401384,0.5608676,0.78823525,0.8029703,0.29578352,Geste4
98,0.5283831,0.3271427,0.9929171,1.0138634,1.140097,0.38745195,0.4991088,0.1448783,0.39904296,0.85584694,0.25059548,0.31834456,0.46206313,0.2619678,1.1162524,1.1640244,1.2096525,0.40076345,Geste4
99,0.42565823,0.3120103,0.9084506,1.0558193,1.1047221,0.35924152,0.4331031,0.13168356,0.40227422,0.88560176,0.28286436,0.26745734,0.4224665,0.29224142,1.0341711,1.1673936,0.99438125,0.3218453,Geste4
100,0.5295201,0.33835223,0.012296041,0.024044825,0.3727678,0.51109546,0.6437147,0.22687836,0.21034545,0.64716154,0.2395734,0.8879406,0.46542808,0.2697138,0.13452446,0.39061648,0.38763893,0.5359674,Geste5
101,0.6055794,0.34595254,0.013208118,0.026415547,0.3259773,0.35015753,0.6768521,0.28621465,0.19807574,0.9641635,0.17283401,0.9279897,0.52436596,0.3240038,0.16107227,0.53723466,0.24851598,0.63777196,Geste5
102,0.6324814,0.35002157,0.05721381,0.26204416,0.29005337,0.40895793,0.607615,0.38167313,0.17382249,0.27982518,0.12980103,0.51627856,0.50074273,0.2822045,0.11664752,0.39419153,0.24975047,0.4980117,Geste5
103,0.51589006,0.31741098,0.011404071,0.021722749,0.38920537,0.026817836,0.65428585,0.26995373,0.40707734,1.0899401,0.6734334,1.1808083,0.42729202,0.2678714,0.18212424,0.5259912,0.4305122,0.6457859,Geste5
104,0.5505156,0.3301832,0.05186722,0.16377302,0.42882276,0.24739935,0.6364028,0.34292257,0.14296362,0.57060754,0.5005963,0.89680845,0.46320063,0.2934507,0.15693206,0.4596517,0.28856334,0.2348737,Geste5
105,0.49422744,0.31458536,0.12615523,0.33188513,0.55209243,1.0152886,0.5155188,0.5334898,0.18144731,0.7303936,0.34649137,0.99170864,0.48021108,0.28236926,0.18710405,0.5020443,0.39088354,0.73582816,Geste5
106,0.5183033,0.31276938,0.09042576,0.20129672,0.43314648,0.47603798,0.53762555,0.3218627,0.13707788,0.41901177,0.22235407,0.595634,0.4738131,0.2923053,0.18022251,0.4789287,0.33712235,0.39363238,Geste5
107,0.5193989,0.34907368,0.10715775,0.32438648,0.4474484,0.53339875,0.52482015,0.54654676,0.16482668,0.66281945,0.3268589,1.1084348,0.46908912,0.26336053,0.2018864,0.5195236,0.35806158,0.4412886,Geste5
108,0.53184986,0.3328401,0.037948187,0.13337725,0.40944955,0.21129382,0.45636472,0.23192585,0.1078932,0.28137806,0.2973145,0.6680756,0.4602878,0.25053337,0.14746505,0.44258842,0.27933255,0.17871596,Geste5
109,0.44358665,0.30655897,0.06941299,0.23117714,0.36471668,0.32788968,0.43573624,0.32626387,0.14684422,0.28447244,0.1481794,0.47701025,0.39438915,0.2277172,0.16946624,0.47940862,0.27813047,0.5093366,Geste5
110,0.49222454,0.30724964,0.10837549,0.4298422,0.40732387,0.55431366,0.49614075,0.59830034,0.2406943,0.41144982,0.20232178,0.96765226,0.43410313,0.26314828,0.21984436,0.7071126,0.3891889,1.0138557,Geste5
111,0.5063079,0.30224794,0.07409413,0.28290838,0.41375643,0.3601195,0.49996543,0.37755615,0.1529334,0.33555752,0.14834215,0.5537084,0.44529557,0.27201992,0.16526951,0.5021423,0.32486507,0.6200687,Geste5
112,0.50400865,0.33278853,0.046515618,0.26112172,0.3875703,0.30659196,0.52572787,0.37546366,0.17975342,0.31647223,0.17093569,0.5279979,0.4474737,0.26412252,0.17572658,0.4719297,0.31373313,0.5229942,Geste5
113,0.48933268,0.28431582,0.008527836,0.016415995,0.36111754,0.06138131,0.5732133,0.24602547,0.15507108,0.5488699,0.7656883,0.8481861,0.4086636,0.2554891,0.13259271,0.36550623,0.27442846,0.13589957,Geste5
114,0.47312456,0.26808074,0.008809329,0.01792366,0.36647892,0.050824232,0.56546426,0.13391247,0.1640633,0.38763055,0.36492693,0.64810383,0.4146214,0.21848929,0.14189813,0.3908848,0.28012443,0.096914686,Geste5
115,0.46115395,0.26974535,0.00813185,0.015717681,0.3267792,0.025693793,0.6136331,0.4015242,0.16335066,0.76421845,0.36263666,1.1130362,0.41301095,0.2576097,0.14271757,0.42912927,0.2750483,0.18288429,Geste5
116,0.45471296,0.2645135,0.008448494,0.016192397,0.3464381,0.024610333,0.5620175,0.25006953,0.13630193,0.5018241,0.34939897,0.9091325,0.41040757,0.24911886,0.14201084,0.3905877,0.2720369,0.06350682,Geste5
117,0.45970723,0.26752415,0.008731182,0.017916823,0.36427957,0.14771545,0.52018845,0.072237015,0.0966999,0.20955876,0.093075275,0.23918813,0.40831307,0.25427258,0.15186389,0.41674206,0.23245683,0.19545177,Geste5
118,0.4488117,0.2817859,0.032819618,0.12652744,0.40707278,0.524274,0.5694687,0.29734063,0.20714024,0.8889594,0.1696785,0.75307876,0.40100953,0.2477358,0.13669285,0.45128304,0.24798812,0.4773695,Geste5
119,0.471717,0.2870223,0.026772164,0.12264553,0.37284568,0.5360895,0.5454542,0.3079872,0.16975775,0.87492675,0.16877344,0.68530244,0.414138,0.24726306,0.1492478,0.47989154,0.2660872,0.47789228,Geste5
120,0.4887077,0.28178367,0.025220623,0.1760277,0.38709667,0.52470034,0.52555573,0.33943486,0.12839061,0.9641942,0.14074141,0.740173,0.4258615,0.25350797,0.13977271,0.47132453,0.27704224,0.5270656,Geste5
